Date,Temperature,Humidity,Precipitation
27-12-2021,13.09,41.03,0.61
28-12-2021,15.54,54.24,0.49
29-12-2021,2.82,59.94,5.85
30-12-2021,15.8,68.89,2.58
31-12-2021,11.1,87.24,0.37
01-01-2022,4.89,87.43,1.06
02-01-2022,4.46,52.62,1.2
03-01-2022,14.9,45.95,0.72
04-01-2022,14.05,63.09,0.05
05-01-2022,16.85,75.66,1.3
06-01-2022,6.24,52.28,0.35
07-01-2022,4.23,35.51,1.55
08-01-2022,13.19,43.28,4.24
09-01-2022,8.65,70.79,2.38
10-01-2022,7.83,87.22,1.12
11-01-2022,10.77,38.62,0.64
12-01-2022,12.73,39.1,4.48
13-01-2022,18.18,82.78,0.07
14-01-2022,4.45,65.5,0.79
15-01-2022,12.27,83.91,0.4
16-01-2022,18.24,55.1,0.2
17-01-2022,14.32,84.92,2.03
18-01-2022,17.55,41.82,2.13
19-01-2022,12.79,57.28,1.05
20-01-2022,13.86,40.11,5.74
21-01-2022,9.63,86.57,3.01
22-01-2022,20.82,61.23,0.7
23-01-2022,15.77,51.5,0.47
24-01-2022,13.86,59.28,0.01
25-01-2022,11.94,61.98,3.09
26-01-2022,25.03,51.76,0.26
27-01-2022,20.05,74.42,2.69
28-01-2022,18.59,50.53,0.63
29-01-2022,13.13,80.92,1.65
30-01-2022,17.67,86.07,1.69
31-01-2022,20.22,41.95,1.15
01-02-2022,13.6,49.91,3.65
02-02-2022,13.95,57.37,0.32
03-02-2022,12.98,56.9,4.65
04-02-2022,17.59,30.97,0.89
05-02-2022,16.73,64.14,2.25
06-02-2022,13.83,63.72,1.72
07-02-2022,16.94,85.53,3.82
08-02-2022,21.93,57.13,0.42
09-02-2022,13.07,47.56,0.16
10-02-2022,13.69,65.5,1.12
11-02-2022,16.53,74.07,43.53
12-02-2022,21.87,74.83,0.11
13-02-2022,19.04,74.24,0.82
14-02-2022,22.01,41.55,1.35
15-02-2022,16.6,31.19,2.9
16-02-2022,22.65,33.79,9.84
17-02-2022,21.09,87.95,0.83
18-02-2022,12.09,55.26,0.23
19-02-2022,20.05,80.3,0.19
20-02-2022,14.32,82.52,4
21-02-2022,24.32,65.13,31.09
22-02-2022,22.89,76.74,0.85
23-02-2022,32.86,42.67,0.66
24-02-2022,17.81,54.82,0.18
25-02-2022,22.78,65,2.82
26-02-2022,19.77,47.05,0.18
27-02-2022,20.28,61.69,0.47
28-02-2022,23.25,38.98,2.44
01-03-2022,28.34,80.67,2.64
02-03-2022,22.62,52.09,7.58
03-03-2022,26.1,81.26,0.07
04-03-2022,20.22,51.8,2.46
05-03-2022,27.32,66.32,0.31
06-03-2022,24.67,73.33,2.77
07-03-2022,23.53,85.93,1.58
08-03-2022,22.51,44.6,11.32
09-03-2022,24.65,37.68,3.65
10-03-2022,26.37,71.74,0.6
11-03-2022,20.88,84.09,1.45
12-03-2022,20.06,38,0.32
13-03-2022,27.08,34.23,4.39
14-03-2022,33.34,30.95,0.15
15-03-2022,28.68,85.09,0.73
16-03-2022,22.62,86.35,3.51
17-03-2022,28.11,59.7,0.72
18-03-2022,28.9,52.42,0.87
19-03-2022,13.77,62.86,1
20-03-2022,24.83,45.47,0.73
21-03-2022,23.58,70.36,1.5
22-03-2022,19.09,50.44,11.45
23-03-2022,17.29,89.48,0.34
24-03-2022,31.97,39.26,1.87
25-03-2022,25.86,33.12,3.76
26-03-2022,30.12,57.36,1.87
27-03-2022,26.12,59.46,1.07
28-03-2022,27.04,59.24,2.27
29-03-2022,20.59,56.41,0.13
30-03-2022,22.55,33.16,0.13
31-03-2022,22.74,65.52,5.12
01-04-2022,22.41,59.26,5.32
02-04-2022,24.55,84.94,2.1
03-04-2022,23.41,47.48,2.27
04-04-2022,18.8,54.14,2.24
05-04-2022,26.53,44.52,1.59
06-04-2022,31.41,30.99,1.97
07-04-2022,24.97,80.24,3.02
08-04-2022,20.01,30,5.11
09-04-2022,22.56,89.45,0.8
10-04-2022,29.35,89.18,3.85
11-04-2022,32.84,67.09,10.37
12-04-2022,29.81,48.99,1.95
13-04-2022,21.49,53.83,0.87
14-04-2022,26.52,52.83,3.98
15-04-2022,20.56,85.41,8.4
16-04-2022,30.43,34.84,1.81
17-04-2022,30.59,55.35,1.83
18-04-2022,25.73,87.49,0.3
19-04-2022,30.75,68.2,1.68
20-04-2022,23.25,75.53,0.58
21-04-2022,19.76,78.53,1.02
22-04-2022,28.7,32.26,0.48
23-04-2022,27.33,78.46,0.1
24-04-2022,26.03,54.52,12.74
25-04-2022,21.89,80.1,0.66
26-04-2022,34.05,79.81,0.07
27-04-2022,17.35,44.43,0.02
28-04-2022,28.85,86.47,3.38
29-04-2022,19.64,76.64,0.95
30-04-2022,25.41,31.34,1.5
01-05-2022,25.56,87.42,0.4
02-05-2022,23.07,63.47,0.47
03-05-2022,32.8,53.47,0.69
04-05-2022,32.59,45.77,3.46
05-05-2022,24.96,42.27,1.6
06-05-2022,27.12,53.47,0.57
07-05-2022,20.25,56.66,0.9
08-05-2022,21.28,38.58,0.79
09-05-2022,32.16,41.13,0.6
10-05-2022,21.24,72.03,2.14
11-05-2022,17.07,47.38,0.7
12-05-2022,25.58,33.38,1.17
13-05-2022,13.6,78.15,0.77
14-05-2022,15.62,38.43,7.51
15-05-2022,11.78,74.71,3.95
16-05-2022,23.83,40.05,3.87
17-05-2022,24.97,61.19,0.02
18-05-2022,24.6,30.39,0.49
19-05-2022,14.63,85.01,1.97
20-05-2022,23.81,45.29,0.58
21-05-2022,12.46,66.74,1.97
22-05-2022,14.45,75.6,3.03
23-05-2022,15.95,34.47,3.97
24-05-2022,25.84,48.22,7.18
25-05-2022,18.91,88.52,0.35
26-05-2022,11.98,77.34,0.1
27-05-2022,18.06,88.46,5.65
28-05-2022,11.74,72.7,0.24
29-05-2022,11.89,44.6,1.49
30-05-2022,18.36,30.44,12.43
31-05-2022,18.96,40.36,1.79
01-06-2022,22.86,33,1.02
02-06-2022,6.29,67.81,1.17
03-06-2022,20.73,43.83,2.3
04-06-2022,11.66,71.49,0.59
05-06-2022,22.21,57.19,0.82
06-06-2022,25.83,46.87,0.38
07-06-2022,13.91,38.69,6.61
08-06-2022,12.24,65.11,3.52
09-06-2022,12.85,50.22,10.67
10-06-2022,7.53,45.77,2.8
11-06-2022,6.64,58.44,2.34
12-06-2022,14.23,69.37,0
13-06-2022,13.92,56.85,1.56
14-06-2022,11.81,43.34,5.2
15-06-2022,10.83,83.31,5.44
16-06-2022,9.73,62.1,0.73
17-06-2022,8.7,68.29,2.88
18-06-2022,18.26,85.84,1.67
19-06-2022,17.63,41.02,1.34
20-06-2022,2.49,84.63,0.11
21-06-2022,13.54,52.97,3.3
22-06-2022,15.25,36.06,4.05
23-06-2022,17.84,66.56,2.52
24-06-2022,15.05,63.15,4
25-06-2022,17.66,48.62,4.32
26-06-2022,6.67,57.19,1.79
27-06-2022,3.16,66.31,0.06
28-06-2022,1.82,50.54,4.94
29-06-2022,3.42,38.57,2.34
30-06-2022,7.56,58.99,3.57
01-07-2022,11.23,88.08,1.14
02-07-2022,14.24,57.89,2.6
03-07-2022,5.54,37.27,1.16
04-07-2022,6,50.3,2.42
05-07-2022,3.8,40.77,0.16
06-07-2022,3.01,78.77,5.98
07-07-2022,2.99,53.99,0.35
08-07-2022,4.5,74.52,1.34
09-07-2022,5.05,78.61,5.77
10-07-2022,9.71,45.84,0.72
11-07-2022,8.76,89.1,1.67
12-07-2022,4.82,45.42,0.34
13-07-2022,4.12,80.11,0.69
14-07-2022,3.36,79.36,2.44
15-07-2022,2.47,63.51,0.91
16-07-2022,16.67,73.36,4.07
17-07-2022,5.93,36.85,0.11
18-07-2022,13.47,71.3,1.15
19-07-2022,1.89,87.07,2.5
20-07-2022,14.59,65.8,3.18
21-07-2022,4.06,34.92,0.04
22-07-2022,4.33,81.91,0.81
23-07-2022,3.58,53.87,3.17
24-07-2022,-2.84,52.16,1.84
25-07-2022,7.79,81.93,4.96
26-07-2022,1.77,30.87,0.28
27-07-2022,0.29,87.97,0.69
28-07-2022,-4.28,52.69,0.82
29-07-2022,6.94,80.38,3.2
30-07-2022,12.98,79.74,1.35
31-07-2022,3.27,48.18,0.39
01-08-2022,11.7,49.27,1.35
02-08-2022,3.74,38.43,5.3
03-08-2022,0.85,30.66,0.86
04-08-2022,-0.96,85.77,2.13
05-08-2022,3.43,63.78,1.11
06-08-2022,-4.04,89.59,1.45
07-08-2022,10.63,53.64,0.87
08-08-2022,-0.8,67.76,0.94
09-08-2022,9.05,41.92,5.93
10-08-2022,0.77,33.03,0.46
11-08-2022,2.58,64.58,0.95
12-08-2022,2.39,55.76,0.31
13-08-2022,-2.38,49.14,0.29
14-08-2022,-4.88,36.96,48.56
15-08-2022,1.43,62.03,0.29
16-08-2022,-2.33,85.84,0.9
17-08-2022,3.03,88.55,1.67
18-08-2022,3.82,51.24,11.44
19-08-2022,-8.58,43.44,2.38
20-08-2022,6.85,69.96,1.22
21-08-2022,-7.59,36.89,1.19
22-08-2022,-7.82,87.55,1.5
23-08-2022,2.66,79.91,4.99
24-08-2022,-3.25,61.5,12.98
25-08-2022,-0.46,89.45,0.99
26-08-2022,-9.13,66.91,6.72
27-08-2022,-3.89,88.79,2.58
28-08-2022,1.97,78.77,1.16
29-08-2022,-3.77,64.73,6.11
30-08-2022,0.71,57.7,3.12
31-08-2022,6.74,34.57,0.63
01-09-2022,-11.31,83.88,0.72
02-09-2022,-9.66,82.33,0.62
03-09-2022,1.96,40.42,1.71
04-09-2022,-6.42,60.8,4.25
05-09-2022,-7.31,72.8,6.07
06-09-2022,-0.05,51.25,1.7
07-09-2022,-4.17,33.89,2.47
08-09-2022,-7.19,84.18,0.76
09-09-2022,-5.27,38.96,1.6
10-09-2022,3.51,45.35,8.48
11-09-2022,-12.41,42.52,39.62
12-09-2022,-4.73,70.89,1.56
13-09-2022,-13.99,81.55,3.86
14-09-2022,-10.22,71.97,1.04
15-09-2022,11.29,62.39,1.16
16-09-2022,6.44,67,2.1
17-09-2022,-0.4,32.76,0.11
18-09-2022,-10.45,87.42,2.08
19-09-2022,1.86,60.44,0.73
20-09-2022,-7.92,84.3,1.59
21-09-2022,-2.53,66.65,1.46
22-09-2022,-2.38,83.27,0.97
23-09-2022,-9.35,73.43,5.77
24-09-2022,-7.13,87.06,6.01
25-09-2022,-6.63,45.72,0.23
26-09-2022,-0.92,60.81,4.89
27-09-2022,-11.48,87.57,2.13
28-09-2022,-5.7,54.44,1.11
29-09-2022,-0.95,55.83,1.12
30-09-2022,-2.64,79.55,1.03
01-10-2022,2.99,86.12,0.39
02-10-2022,-18.91,77.8,0.82
03-10-2022,0.39,75.62,0.63
04-10-2022,-0.44,45.22,1.84
05-10-2022,-4.26,32.56,0
06-10-2022,-13.12,75.61,1.24
07-10-2022,-0.71,32.03,0.5
08-10-2022,-9.98,83.76,1.6
09-10-2022,-5.55,73.83,0.51
10-10-2022,-0.35,43.04,1.28
11-10-2022,-12.48,63.82,0.3
12-10-2022,-2.19,68.76,0.07
13-10-2022,-5.1,53.51,0.85
14-10-2022,4.23,51.54,3.75
15-10-2022,0.62,85.91,1.65
16-10-2022,-5.69,89.22,0.61
17-10-2022,5.82,77.13,2.03
18-10-2022,3.49,64.14,1.56
19-10-2022,-5.89,56.06,0.18
20-10-2022,5.05,75.04,1.47
21-10-2022,-3.17,51.89,1.99
22-10-2022,4.5,81.18,2.27
23-10-2022,-6.98,38.96,0.24
24-10-2022,-3.16,39.18,0.68
25-10-2022,-2.02,78.55,0.44
26-10-2022,-3.73,54.05,0.71
27-10-2022,-11.38,43.8,2.73
28-10-2022,4.77,75.63,6.55
29-10-2022,-4.67,80.83,3.4
30-10-2022,-7.4,58.8,2.09
31-10-2022,-1.81,39.83,1.05
01-11-2022,-7.93,35.23,0.04
02-11-2022,-2.89,84.37,2.43
03-11-2022,-1.54,89.15,0.18
04-11-2022,-4.3,34.36,9.22
05-11-2022,-0.85,75.8,0.24
06-11-2022,-4.03,56.99,1.23
07-11-2022,3.16,59.63,0.91
08-11-2022,7.25,84.79,0.25
09-11-2022,-1.51,67.01,2.21
10-11-2022,-6.46,59.42,3.86
11-11-2022,-4.41,49.84,1.3
12-11-2022,-3.44,52.89,1.16
13-11-2022,1.78,50.66,1.07
14-11-2022,-4.69,84.97,37.61
15-11-2022,-2.17,51.71,1.43
16-11-2022,-0.82,35.19,2.34
17-11-2022,-3.88,48.66,20.04
18-11-2022,6.39,89.95,1.16
19-11-2022,7.44,68.66,3.04
20-11-2022,7.77,78.59,0.21
21-11-2022,-8.34,64.55,0.11
22-11-2022,5.31,41.5,1.76
23-11-2022,1.77,48.84,2.28
24-11-2022,-3.45,89.33,5.96
25-11-2022,-5.85,43.84,0.83
26-11-2022,11.28,75.24,0.1
27-11-2022,-5.79,43.02,1.59
28-11-2022,2.5,40.6,0.19
29-11-2022,0.54,34.62,4.03
30-11-2022,1.87,89.73,26.97
01-12-2022,-2.16,50.76,0.18
02-12-2022,-0.89,85.68,0.29
03-12-2022,11.68,48.29,3.36
04-12-2022,-4.97,56.74,0.71
05-12-2022,7.53,32.38,2.81
06-12-2022,4.63,65.8,35.94
07-12-2022,8.81,51.53,2.08
08-12-2022,2.38,69.18,0.81
09-12-2022,5.43,61.2,0.76
10-12-2022,4.82,53.39,0.99
11-12-2022,6.8,37.67,0.39
12-12-2022,8.46,42.57,1.47
13-12-2022,4.18,88.99,0.06
14-12-2022,14.77,66.3,0.22
15-12-2022,10.16,59.76,0.22
16-12-2022,3.5,49.19,0.63
17-12-2022,3.8,78.67,1.06
18-12-2022,-0.23,76.6,7.93
19-12-2022,1.29,69.96,2.88
20-12-2022,6.79,61.83,3.65
21-12-2022,-1.42,48.59,1.31
22-12-2022,13.67,64.9,46.72
23-12-2022,5.9,52.34,4.15
24-12-2022,8.6,49.69,1.2
25-12-2022,14.19,38.23,0.71
26-12-2022,7.16,53.39,1.91
27-12-2022,11.07,72.14,1.94
28-12-2022,7.02,33.59,1.07
29-12-2022,9.08,53.47,0.03
30-12-2022,3.59,75.71,0.02
31-12-2022,8.56,50.79,4.21
